"","X","subject","educ86","twoyr","female","black","hispanic","bytest","dadmiss","dadvoc","dadsome","dadcoll","mommiss","momvoc","momsome","momcoll","fincome","fincmiss","ownhome","perwhite","urban","cue80","stypc80","stwmfg80","tuition2","tuition4","dist2yr","dist4yr","region_midwest","region_south","region_west","nearer2yr","dad.educ","mom.educ","region","race.ethnicity","outcome","treatment"
"500",500,1791,18,0,1,0,0,62.9,0,0,0,1,0,1,0,0,62000,0,1,97,0,5.4,13301,8.85,408.78,849.88,5,8,0,0,0,TRUE,"College Grad","Voc","East","White/Other",18,0
"501",501,1792,14,0,1,0,0,61.37,0,0,0,0,0,0,0,0,0,1,1,97,0,5.4,13301,8.85,408.78,849.88,5,8,0,0,0,TRUE,"High School","High School","East","White/Other",14,0
"502",502,1794,16,0,1,0,0,58.44,0,0,0,1,0,0,0,0,0,1,1,100,0,7.2,13301,8.85,408.78,849.88,8,8,0,0,0,FALSE,"College Grad","High School","East","White/Other",16,0
"503",503,1795,16,0,1,0,0,64.11,0,0,0,1,0,0,1,0,22500,0,1,99,0,4.4,11599,8.09,600.46,889.15,20,15,0,0,0,FALSE,"College Grad","Some College","East","White/Other",16,0
"504",504,1796,13,0,0,0,0,58.62,0,1,0,0,0,1,0,0,62000,0,1,99,0,4.4,11599,8.09,600.46,889.15,20,15,0,0,0,FALSE,"Voc","Voc","East","White/Other",13,0
"505",505,1797,15,0,0,0,0,68.06,0,0,1,0,0,0,0,1,0,1,1,99,0,4.4,11599,8.09,600.46,889.15,20,15,0,0,0,FALSE,"Some College","College Grad","East","White/Other",15,0
"506",506,1798,15,0,0,0,0,64.83,0,0,0,1,0,0,0,1,31500,0,1,99,0,4.4,11599,8.09,600.46,889.15,20,15,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",15,0
"507",507,1799,17,0,1,0,0,62.16,1,0,0,0,0,0,0,0,14000,0,0,99,0,4.4,11599,8.09,600.46,889.15,20,15,0,0,0,FALSE,"Missing","High School","East","White/Other",17,0
"508",508,1801,17,0,1,0,0,62.55,0,0,1,0,0,0,1,0,62000,0,1,99,0,4.4,11599,8.09,600.46,889.15,20,15,0,0,0,FALSE,"Some College","Some College","East","White/Other",17,0
"509",509,1802,17,0,0,0,0,66.49,0,1,0,0,0,0,0,0,31500,0,1,99,0,4.4,11599,8.09,600.46,889.15,20,15,0,0,0,FALSE,"Voc","High School","East","White/Other",17,0
"510",510,1803,17,0,0,0,0,62.14,0,0,0,1,0,0,0,1,31500,0,1,99,0,4.4,11599,8.09,600.46,889.15,20,15,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",17,0
"511",511,1806,14,0,1,0,0,62.15,0,0,0,0,0,0,0,0,3500,0,1,89,1,6.5,11599,8.09,600.46,889.15,4,2,0,0,0,FALSE,"High School","High School","East","White/Other",14,0
"512",512,1807,18,0,0,0,0,58.72,0,0,0,0,0,0,0,0,18000,0,1,89,1,6.5,11599,8.09,600.46,889.15,4,2,0,0,0,FALSE,"High School","High School","East","White/Other",18,0
"513",513,1808,15,0,1,0,0,68.5,0,0,0,1,0,0,1,0,14000,0,0,100,0,5.1,13301,8.85,408.78,849.88,10,1,0,0,0,FALSE,"College Grad","Some College","East","White/Other",15,0
"514",514,1811,16,0,0,0,0,63.59,0,1,0,0,0,0,0,0,22500,0,0,99,1,8.2,8858,7.69,647.81,1112.01,1,32,0,0,0,TRUE,"Voc","High School","East","White/Other",16,0
"515",515,1812,15,0,0,0,0,67.18,0,0,0,1,0,0,0,1,22500,0,1,99,1,8.2,8858,7.69,647.81,1112.01,1,32,0,0,0,TRUE,"College Grad","College Grad","East","White/Other",15,0
"516",516,1813,16,0,1,0,0,55.89,0,0,0,0,0,0,1,0,62000,0,1,98,0,7.2,13301,8.85,408.78,849.88,12,6,0,0,0,FALSE,"High School","Some College","East","White/Other",16,0
"517",517,1814,13,0,0,0,0,62.2,1,0,0,0,0,0,0,0,0,1,1,98,0,7.2,13301,8.85,408.78,849.88,12,6,0,0,0,FALSE,"Missing","High School","East","White/Other",13,0
"518",518,1815,15,0,0,0,0,59.24,0,0,0,0,0,0,0,0,3500,0,1,100,0,10.4,8858,7.69,647.81,1112.01,0,0,0,0,0,FALSE,"High School","High School","East","White/Other",15,0
"519",519,1816,18,0,0,0,0,62.98,0,0,0,1,0,0,0,0,62000,0,1,100,0,10.4,8858,7.69,647.81,1112.01,0,0,0,0,0,FALSE,"College Grad","High School","East","White/Other",18,0
"520",520,1817,17,0,1,0,0,60.41,0,0,0,0,0,0,0,0,18000,0,1,100,0,10.4,8858,7.69,647.81,1112.01,0,0,0,0,0,FALSE,"High School","High School","East","White/Other",17,0
"521",521,1821,14,0,1,0,0,65.93,0,0,0,1,0,0,0,1,14000,0,1,69,1,5.1,13301,8.85,408.78,849.88,1,15,0,0,0,TRUE,"College Grad","College Grad","East","White/Other",14,0
"522",522,1822,17,0,0,0,0,63.13,0,0,0,0,0,0,0,1,62000,0,1,69,1,5.1,13301,8.85,408.78,849.88,1,15,0,0,0,TRUE,"High School","College Grad","East","White/Other",17,0
"523",523,1823,16,0,1,0,0,58.37,0,0,0,0,0,1,0,0,18000,0,1,69,1,5.1,13301,8.85,408.78,849.88,1,15,0,0,0,TRUE,"High School","Voc","East","White/Other",16,0
"524",524,1824,15,0,0,0,0,59.91,0,0,0,0,0,0,0,1,62000,0,1,69,1,5.1,13301,8.85,408.78,849.88,1,15,0,0,0,TRUE,"High School","College Grad","East","White/Other",15,0
"525",525,1827,17,0,0,0,0,57.49,0,0,1,0,0,0,0,0,31500,0,1,92,0,6.3,11852,9.64,1010.39,1152.42,5,20,0,0,0,TRUE,"Some College","High School","East","White/Other",17,0
"526",526,1828,16,0,0,0,0,59.14,0,0,0,1,0,0,0,1,0,1,1,92,0,6.3,11852,9.64,1010.39,1152.42,5,20,0,0,0,TRUE,"College Grad","College Grad","East","White/Other",16,0
"527",527,1832,16,0,0,1,0,55.66,0,1,0,0,0,1,0,0,22500,0,1,2,1,8,11852,9.64,1010.39,1152.42,1,0,0,0,0,FALSE,"Voc","Voc","East","Black",16,0
"528",528,1836,17,0,1,0,0,64.81,1,0,0,0,0,0,0,0,9500,0,0,53,1,8,11852,9.64,1010.39,1152.42,8,4,0,0,0,FALSE,"Missing","High School","East","White/Other",17,0
"529",529,1837,16,0,0,1,0,56.38,0,0,0,1,0,0,0,1,0,1,0,53,1,8,11852,9.64,1010.39,1152.42,8,4,0,0,0,FALSE,"College Grad","College Grad","East","Black",16,0
"530",530,1840,17,0,0,0,0,63.77,0,0,1,0,0,0,0,0,18000,0,0,64,1,8,11852,9.64,1010.39,1152.42,2,0,0,0,0,FALSE,"Some College","High School","East","White/Other",17,0
"531",531,1841,17,0,1,0,0,69.9,0,0,1,0,0,0,0,0,9500,0,1,64,1,8,11852,9.64,1010.39,1152.42,2,0,0,0,0,FALSE,"Some College","High School","East","White/Other",17,0
"532",532,1842,16,0,1,0,0,66.89,0,0,0,0,0,0,0,0,9500,0,0,64,1,8,11852,9.64,1010.39,1152.42,2,0,0,0,0,FALSE,"High School","High School","East","White/Other",16,0
"533",533,1843,17,0,1,0,0,68.44,0,0,0,1,0,0,0,0,18000,0,0,64,1,8,11852,9.64,1010.39,1152.42,2,0,0,0,0,FALSE,"College Grad","High School","East","White/Other",17,0
"534",534,1845,16,0,1,0,0,63.55,0,0,0,0,0,0,0,0,0,1,0,58,1,8,11852,9.64,1010.39,1152.42,20,15,0,0,0,FALSE,"High School","High School","East","White/Other",16,0
"535",535,1847,18,0,0,0,0,68.68,1,0,0,0,0,0,0,1,0,1,1,58,1,8,11852,9.64,1010.39,1152.42,20,15,0,0,0,FALSE,"Missing","College Grad","East","White/Other",18,0
"536",536,1848,16,0,0,0,0,62.36,0,0,0,1,0,0,0,1,31500,0,0,58,1,8,11852,9.64,1010.39,1152.42,20,15,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"537",537,1849,16,0,0,0,1,56.93,0,0,0,0,0,0,0,0,22500,0,1,58,1,8,11852,9.64,1010.39,1152.42,20,15,0,0,0,FALSE,"High School","High School","East","Hispanic",16,0
"538",538,1852,16,0,1,0,0,58.73,0,0,0,1,0,0,1,0,22500,0,1,100,0,6,11852,9.64,1010.39,1152.42,12,15,0,0,0,TRUE,"College Grad","Some College","East","White/Other",16,0
"539",539,1853,16,0,1,0,0,58.84,0,0,1,0,0,0,0,1,22500,0,1,100,0,6,11852,9.64,1010.39,1152.42,12,15,0,0,0,TRUE,"Some College","College Grad","East","White/Other",16,0
"540",540,1855,16,0,0,0,0,60.43,0,0,0,0,0,0,0,0,14000,0,1,60,1,8,11852,9.64,1010.39,1152.42,5,5,0,0,0,FALSE,"High School","High School","East","White/Other",16,0
"541",541,1858,16,0,0,0,0,63.57,0,0,1,0,0,0,0,0,14000,0,1,100,0,9.5,11852,9.64,1010.39,1152.42,5,8,0,0,0,TRUE,"Some College","High School","East","White/Other",16,0
"542",542,1859,15,0,1,0,0,57.87,0,1,0,0,0,1,0,0,31500,0,1,100,0,9.5,11852,9.64,1010.39,1152.42,5,8,0,0,0,TRUE,"Voc","Voc","East","White/Other",15,0
"543",543,1860,14,0,0,1,0,58.53,0,0,0,1,0,0,0,0,22500,0,1,1,1,8,11852,9.64,1010.39,1152.42,6,3,0,0,0,FALSE,"College Grad","High School","East","Black",14,0
"544",544,1864,16,0,1,0,0,62.25,0,0,0,1,0,0,1,0,31500,0,1,90,0,5.3,11852,9.64,1010.39,1152.42,2,3,0,0,0,TRUE,"College Grad","Some College","East","White/Other",16,0
"545",545,1865,16,0,0,0,0,66.52,0,0,1,0,0,0,0,0,0,1,1,90,0,5.3,11852,9.64,1010.39,1152.42,2,3,0,0,0,TRUE,"Some College","High School","East","White/Other",16,0
"546",546,1867,18,0,0,0,0,62.12,0,0,0,0,0,0,1,0,14000,0,1,100,0,9.8,11852,9.64,1010.39,1152.42,15,45,0,0,0,TRUE,"High School","Some College","East","White/Other",18,0
"547",547,1868,15,0,1,0,0,65.12,0,0,0,0,0,0,0,0,9500,0,1,100,0,9.8,11852,9.64,1010.39,1152.42,15,45,0,0,0,TRUE,"High School","High School","East","White/Other",15,0
"548",548,1869,15,0,0,0,0,57.85,0,0,0,0,0,0,0,0,9500,0,1,100,0,9.8,11852,9.64,1010.39,1152.42,15,45,0,0,0,TRUE,"High School","High School","East","White/Other",15,0
"549",549,1870,16,0,1,0,0,59.68,0,0,0,0,0,1,0,0,14000,0,1,100,0,9.8,11852,9.64,1010.39,1152.42,15,45,0,0,0,TRUE,"High School","Voc","East","White/Other",16,0
"550",550,1871,12,0,0,0,0,58.32,0,0,1,0,0,0,0,0,18000,0,1,100,0,9.8,11852,9.64,1010.39,1152.42,15,45,0,0,0,TRUE,"Some College","High School","East","White/Other",12,0
"551",551,1872,16,0,0,0,0,56.42,0,0,0,1,0,0,1,0,22500,0,1,100,0,9.8,11852,9.64,1010.39,1152.42,15,45,0,0,0,TRUE,"College Grad","Some College","East","White/Other",16,0
"552",552,1873,16,0,0,0,0,62.2,0,0,0,1,0,0,0,0,31500,0,1,100,0,9.8,11852,9.64,1010.39,1152.42,15,45,0,0,0,TRUE,"College Grad","High School","East","White/Other",16,0
"553",553,1874,15,0,0,1,0,57.07,0,0,0,0,0,0,0,0,22500,0,1,100,0,9.8,11852,9.64,1010.39,1152.42,15,45,0,0,0,TRUE,"High School","High School","East","Black",15,0
"554",554,1875,17,0,1,0,0,66.86,0,0,0,1,0,0,0,1,62000,0,1,97,0,6.3,11852,9.64,1010.39,1152.42,15,12,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",17,0
"555",555,1876,16,0,0,0,0,58.16,0,0,0,0,0,0,0,0,18000,0,1,94,0,10.7,11852,9.64,1010.39,1152.42,2,5,0,0,0,TRUE,"High School","High School","East","White/Other",16,0
"556",556,1877,17,0,0,0,0,60.96,0,1,0,0,0,0,0,0,62000,0,1,94,0,10.7,11852,9.64,1010.39,1152.42,2,5,0,0,0,TRUE,"Voc","High School","East","White/Other",17,0
"557",557,1878,15,0,0,0,0,65.71,0,0,0,0,0,0,0,1,14000,0,1,94,0,10.7,11852,9.64,1010.39,1152.42,2,5,0,0,0,TRUE,"High School","College Grad","East","White/Other",15,0
"558",558,1880,15,0,0,0,0,62.85,1,0,0,0,0,0,0,0,22500,0,1,94,0,10.7,11852,9.64,1010.39,1152.42,2,5,0,0,0,TRUE,"Missing","High School","East","White/Other",15,0
"559",559,1881,16,0,1,0,0,57.53,0,0,0,0,0,0,0,0,18000,0,1,94,0,10.7,11852,9.64,1010.39,1152.42,2,5,0,0,0,TRUE,"High School","High School","East","White/Other",16,0
"560",560,1882,16,0,0,0,0,63.12,0,0,0,1,0,0,0,1,31500,0,1,94,0,10.7,11852,9.64,1010.39,1152.42,2,5,0,0,0,TRUE,"College Grad","College Grad","East","White/Other",16,0
"561",561,1883,13,0,0,0,0,61.45,0,0,0,0,0,0,0,0,22500,0,1,99,0,5.3,11852,9.64,1010.39,1152.42,20,12,0,0,0,FALSE,"High School","High School","East","White/Other",13,0
"562",562,1884,15,0,0,1,0,58.93,0,0,0,1,0,0,1,0,18000,0,1,99,0,5.3,11852,9.64,1010.39,1152.42,20,12,0,0,0,FALSE,"College Grad","Some College","East","Black",15,0
"563",563,1885,12,0,0,0,0,56.3,0,0,0,1,0,0,0,1,62000,0,1,99,0,5.3,11852,9.64,1010.39,1152.42,20,12,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",12,0
"564",564,1886,16,0,1,0,0,65.68,0,0,0,0,0,0,0,0,3500,0,0,95,0,7,11852,9.64,1010.39,1152.42,20,1,0,0,0,FALSE,"High School","High School","East","White/Other",16,0
"565",565,1887,18,0,0,0,0,59.17,0,0,0,1,0,0,0,0,0,1,1,95,0,7,11852,9.64,1010.39,1152.42,20,1,0,0,0,FALSE,"College Grad","High School","East","White/Other",18,0
"566",566,1888,16,0,1,0,0,63.82,0,0,0,1,0,0,0,1,62000,0,1,95,0,7,11852,9.64,1010.39,1152.42,20,1,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"567",567,1889,16,0,1,0,0,62.54,0,0,0,1,0,0,0,1,31500,0,1,95,0,7,11852,9.64,1010.39,1152.42,20,1,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"568",568,1890,16,0,1,0,0,62.97,0,1,0,0,0,0,0,1,62000,0,1,95,0,7,11852,9.64,1010.39,1152.42,20,1,0,0,0,FALSE,"Voc","College Grad","East","White/Other",16,0
"569",569,1891,16,0,0,0,0,63.21,0,0,0,1,0,0,0,1,22500,0,1,88,0,7.7,11852,9.64,1010.39,1152.42,20,1,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"570",570,1893,16,0,1,0,0,62.68,0,0,0,0,0,1,0,0,31500,0,1,99,0,5.6,11852,9.64,1010.39,1152.42,2,4,0,0,0,TRUE,"High School","Voc","East","White/Other",16,0
"571",571,1894,17,0,0,0,0,58.92,0,0,0,0,0,0,0,0,31500,0,1,88,0,8,11852,9.64,1010.39,1152.42,35,35,0,0,0,FALSE,"High School","High School","East","White/Other",17,0
"572",572,1895,16,0,0,0,0,56.02,0,0,0,0,0,0,0,0,31500,0,1,88,0,8,11852,9.64,1010.39,1152.42,35,35,0,0,0,FALSE,"High School","High School","East","White/Other",16,0
"573",573,1896,16,0,0,0,0,58.58,0,0,0,1,0,0,0,1,62000,0,1,95,0,5.3,11852,9.64,1010.39,1152.42,10,7,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"574",574,1897,14,0,1,0,1,57.9,0,0,1,0,0,0,0,0,18000,0,1,95,0,5.3,11852,9.64,1010.39,1152.42,10,7,0,0,0,FALSE,"Some College","High School","East","Hispanic",14,0
"575",575,1898,16,0,0,0,0,55.97,0,0,0,0,0,0,1,0,14000,0,1,100,0,10.2,11852,9.64,1010.39,1152.42,60,12,0,0,0,FALSE,"High School","Some College","East","White/Other",16,0
"576",576,1901,15,0,0,0,0,58.25,0,0,0,1,0,0,1,0,62000,0,0,59,0,4.4,11852,9.64,1010.39,1152.42,3,3,0,0,0,FALSE,"College Grad","Some College","East","White/Other",15,0
"577",577,1902,16,0,0,0,0,61.87,0,0,0,1,0,0,0,1,62000,0,1,59,0,4.4,11852,9.64,1010.39,1152.42,3,3,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"578",578,1903,13,0,0,0,0,67.62,0,0,0,1,0,0,0,1,31500,0,1,59,0,4.4,11852,9.64,1010.39,1152.42,3,3,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",13,0
"579",579,1904,16,0,0,0,0,65.14,0,0,0,1,0,0,0,1,9500,0,1,59,0,4.4,11852,9.64,1010.39,1152.42,3,3,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"580",580,1905,15,0,0,1,0,58.41,0,0,0,1,0,0,0,1,62000,0,1,59,0,4.4,11852,9.64,1010.39,1152.42,3,3,0,0,0,FALSE,"College Grad","College Grad","East","Black",15,0
"581",581,1906,17,0,1,0,0,57.32,0,0,0,1,1,0,0,0,62000,0,1,59,0,4.4,11852,9.64,1010.39,1152.42,3,3,0,0,0,FALSE,"College Grad","Missing","East","White/Other",17,0
"582",582,1907,16,0,0,0,0,66.83,0,0,0,1,0,0,1,0,31500,0,1,59,0,4.4,11852,9.64,1010.39,1152.42,3,3,0,0,0,FALSE,"College Grad","Some College","East","White/Other",16,0
"583",583,1910,12,0,0,0,0,55.23,0,0,0,0,0,0,0,0,14000,0,1,100,0,8.7,11852,9.64,1010.39,1152.42,25,20,0,0,0,FALSE,"High School","High School","East","White/Other",12,0
"584",584,1911,15,0,0,0,0,62.37,0,0,0,1,0,0,0,1,22500,0,1,100,0,8.7,11852,9.64,1010.39,1152.42,25,20,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",15,0
"585",585,1912,16,0,1,0,0,60.96,0,0,0,0,0,0,0,0,14000,0,0,100,0,8.7,11852,9.64,1010.39,1152.42,25,20,0,0,0,FALSE,"High School","High School","East","White/Other",16,0
"586",586,1913,16,0,0,0,0,61.26,0,0,0,1,0,0,0,1,62000,0,1,100,0,8.7,11852,9.64,1010.39,1152.42,25,20,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"587",587,1914,16,0,1,0,0,60.92,0,0,0,0,0,0,0,0,62000,0,1,100,0,8.7,11852,9.64,1010.39,1152.42,25,20,0,0,0,FALSE,"High School","High School","East","White/Other",16,0
"588",588,1917,16,0,0,0,0,59.11,0,0,0,1,0,0,0,1,22500,0,1,97,0,8.8,11852,9.64,1010.39,1152.42,8,15,0,0,0,TRUE,"College Grad","College Grad","East","White/Other",16,0
"589",589,1923,16,0,1,1,0,57.12,0,0,0,0,0,0,0,0,22500,0,0,50,1,8,11852,9.64,1010.39,1152.42,2,7,0,0,0,TRUE,"High School","High School","East","Black",16,0
"590",590,1924,16,0,0,0,0,62.44,0,0,0,1,0,0,0,1,31500,0,1,50,1,8,11852,9.64,1010.39,1152.42,2,7,0,0,0,TRUE,"College Grad","College Grad","East","White/Other",16,0
"591",591,1925,15,0,1,0,0,57.55,0,0,0,1,0,0,0,0,22500,0,1,50,1,8,11852,9.64,1010.39,1152.42,2,7,0,0,0,TRUE,"College Grad","High School","East","White/Other",15,0
"592",592,1927,16,0,1,0,0,57.22,0,0,0,0,0,0,0,0,22500,0,1,97,0,6.8,11852,9.64,1010.39,1152.42,8,22,0,0,0,TRUE,"High School","High School","East","White/Other",16,0
"593",593,1932,12,0,0,1,0,55.04,0,0,0,0,1,0,0,0,14000,0,0,2,1,9.5,11852,9.64,1010.39,1152.42,2,1,0,0,0,FALSE,"High School","Missing","East","Black",12,0
"594",594,1935,12,0,0,1,0,59.67,0,0,0,0,0,0,0,0,14000,0,0,2,1,9.5,11852,9.64,1010.39,1152.42,2,1,0,0,0,FALSE,"High School","High School","East","Black",12,0
"595",595,1940,14,0,1,0,1,55.16,1,0,0,0,0,1,0,0,9500,0,0,51,1,9.5,11852,9.64,1010.39,1152.42,2,3,0,0,0,TRUE,"Missing","Voc","East","Hispanic",14,0
"596",596,1942,14,0,1,0,0,60.03,1,0,0,0,0,0,0,0,3500,0,1,100,0,12.6,11852,9.64,1010.39,1152.42,52,52,0,0,0,FALSE,"Missing","High School","East","White/Other",14,0
"597",597,1943,16,0,0,0,0,58.78,0,0,0,1,0,0,0,1,31500,0,1,100,0,12.6,11852,9.64,1010.39,1152.42,52,52,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"598",598,1944,16,0,0,0,0,62.49,0,0,0,1,0,1,0,0,31500,0,1,99,0,8,11852,9.64,1010.39,1152.42,19,60,0,0,0,TRUE,"College Grad","Voc","East","White/Other",16,0
"599",599,1945,17,0,1,0,0,59.93,0,0,0,0,0,0,0,0,14000,0,1,99,0,8,11852,9.64,1010.39,1152.42,19,60,0,0,0,TRUE,"High School","High School","East","White/Other",17,0
"600",600,1946,16,0,0,0,0,60.81,0,0,1,0,0,0,0,0,31500,0,1,99,0,8,11852,9.64,1010.39,1152.42,19,60,0,0,0,TRUE,"Some College","High School","East","White/Other",16,0
"601",601,1948,16,0,1,0,0,59.74,0,0,1,0,0,0,0,1,22500,0,0,100,0,10.8,11852,9.64,1010.39,1152.42,3,65,0,0,0,TRUE,"Some College","College Grad","East","White/Other",16,0
"602",602,1949,16,0,0,0,0,63.43,0,0,0,0,0,0,1,0,0,1,1,100,0,10.8,11852,9.64,1010.39,1152.42,3,65,0,0,0,TRUE,"High School","Some College","East","White/Other",16,0
"603",603,1952,15,0,1,0,0,59.9,0,0,0,0,0,0,0,0,14000,0,1,100,0,10.8,11852,9.64,1010.39,1152.42,3,65,0,0,0,TRUE,"High School","High School","East","White/Other",15,0
"604",604,1953,16,0,0,0,0,58.23,0,0,0,0,0,0,0,0,22500,0,1,100,0,10.8,11852,9.64,1010.39,1152.42,3,65,0,0,0,TRUE,"High School","High School","East","White/Other",16,0
"605",605,1954,16,0,1,0,0,62.86,0,0,0,0,0,0,0,0,18000,0,1,99,0,9.5,11852,9.64,1010.39,1152.42,10,20,0,0,0,TRUE,"High School","High School","East","White/Other",16,0
"606",606,1955,18,0,1,0,0,64.27,0,0,0,1,0,0,1,0,62000,0,1,99,0,9.5,11852,9.64,1010.39,1152.42,10,20,0,0,0,TRUE,"College Grad","Some College","East","White/Other",18,0
"607",607,1956,14,0,0,0,0,59.96,0,0,0,1,0,0,0,0,31500,0,1,99,0,9.5,11852,9.64,1010.39,1152.42,10,20,0,0,0,TRUE,"College Grad","High School","East","White/Other",14,0
"608",608,1957,12,0,0,0,0,60.44,0,0,0,0,0,0,0,0,31500,0,1,94,0,5.3,11852,9.64,1010.39,1152.42,12,5,0,0,0,FALSE,"High School","High School","East","White/Other",12,0
"609",609,1958,16,0,0,0,0,59.56,0,0,0,1,0,0,0,1,62000,0,1,94,0,5.3,11852,9.64,1010.39,1152.42,12,5,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"610",610,1959,16,0,1,0,0,58.6,0,0,1,0,0,0,1,0,0,1,1,94,0,5.3,11852,9.64,1010.39,1152.42,12,5,0,0,0,FALSE,"Some College","Some College","East","White/Other",16,0
"611",611,1960,15,0,0,0,0,65.11,1,0,0,0,0,0,0,1,14000,0,1,94,0,5.3,11852,9.64,1010.39,1152.42,12,5,0,0,0,FALSE,"Missing","College Grad","East","White/Other",15,0
"612",612,1961,15,0,0,0,0,58.24,0,0,1,0,0,0,1,0,62000,0,1,94,0,5.3,11852,9.64,1010.39,1152.42,12,5,0,0,0,FALSE,"Some College","Some College","East","White/Other",15,0
"613",613,1963,15,0,0,0,0,62.2,0,0,0,1,0,0,1,0,62000,0,1,94,0,5.3,11852,9.64,1010.39,1152.42,12,5,0,0,0,FALSE,"College Grad","Some College","East","White/Other",15,0
"614",614,1965,15,0,0,0,0,60.95,0,0,0,1,0,0,0,0,62000,0,1,94,0,5.3,11852,9.64,1010.39,1152.42,12,5,0,0,0,FALSE,"College Grad","High School","East","White/Other",15,0
"615",615,1966,17,0,0,0,0,67.4,0,0,0,1,0,0,1,0,22500,0,1,95,0,6.3,11852,9.64,1010.39,1152.42,6,4,0,0,0,FALSE,"College Grad","Some College","East","White/Other",17,0
"616",616,1967,12,0,0,0,0,59.34,0,1,0,0,0,0,0,0,31500,0,1,95,0,6.3,11852,9.64,1010.39,1152.42,6,4,0,0,0,FALSE,"Voc","High School","East","White/Other",12,0
"617",617,1969,14,0,1,0,0,61.47,0,0,0,0,0,0,0,0,14000,0,1,57,1,8,11852,9.64,1010.39,1152.42,5,10,0,0,0,TRUE,"High School","High School","East","White/Other",14,0
"618",618,1973,14,0,1,0,0,67.3,1,0,0,0,0,0,0,0,9500,0,1,98,0,5.3,11852,9.64,1010.39,1152.42,15,11,0,0,0,FALSE,"Missing","High School","East","White/Other",14,0
"619",619,1974,15,0,0,0,0,65.67,0,0,0,1,0,0,0,1,31500,0,1,98,0,5.3,11852,9.64,1010.39,1152.42,15,11,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",15,0
"620",620,1975,16,0,0,0,0,61.87,0,0,0,1,0,0,0,1,31500,0,0,66,0,4.4,11852,9.64,1010.39,1152.42,11,1,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",16,0
"621",621,1976,17,0,0,0,0,61.28,0,0,0,1,0,0,0,1,62000,0,1,66,0,4.4,11852,9.64,1010.39,1152.42,11,1,0,0,0,FALSE,"College Grad","College Grad","East","White/Other",17,0
"622",622,1977,17,0,0,0,0,62.18,0,0,0,0,0,0,0,1,31500,0,1,66,0,4.4,11852,9.64,1010.39,1152.42,11,1,0,0,0,FALSE,"High School","College Grad","East","White/Other",17,0
"623",623,1978,16,0,0,1,0,60.18,0,0,0,1,0,0,0,1,62000,0,1,66,0,4.4,11852,9.64,1010.39,1152.42,11,1,0,0,0,FALSE,"College Grad","College Grad","East","Black",16,0
"624",624,1979,15,0,1,0,0,58.07,1,0,0,0,0,0,1,0,31500,0,0,66,0,4.4,11852,9.64,1010.39,1152.42,11,1,0,0,0,FALSE,"Missing","Some College","East","White/Other",15,0
"625",625,1980,16,0,1,0,1,61.75,0,0,0,0,0,0,0,0,3500,0,0,66,0,4.4,11852,9.64,1010.39,1152.42,11,1,0,0,0,FALSE,"High School","High School","East","Hispanic",16,0
"626",626,1984,17,0,1,0,0,61.56,1,0,0,0,0,0,1,0,31500,0,1,90,0,5.1,11852,9.64,1010.39,1152.42,2,5,0,0,0,TRUE,"Missing","Some College","East","White/Other",17,0
"627",627,1985,17,0,1,0,0,66.23,0,1,0,0,0,0,1,0,22500,0,1,90,0,5.1,11852,9.64,1010.39,1152.42,2,5,0,0,0,TRUE,"Voc","Some College","East","White/Other",17,0
"628",628,1986,15,0,0,0,0,62.32,1,0,0,0,0,0,0,0,3500,0,0,95,0,6.6,11852,9.64,1010.39,1152.42,10,20,0,0,0,TRUE,"Missing","High School","East","White/Other",15,0
"629",629,1987,16,0,1,0,0,65.19,0,0,0,0,0,0,0,1,18000,0,1,95,0,6.6,11852,9.64,1010.39,1152.42,10,20,0,0,0,TRUE,"High School","College Grad","East","White/Other",16,0
"630",630,1988,13,0,1,1,0,57.28,0,0,0,0,0,0,0,0,22500,0,1,0,1,8,11852,9.64,1010.39,1152.42,6,3,0,0,0,FALSE,"High School","High School","East","Black",13,0
"631",631,1989,15,0,1,1,0,64.51,0,0,0,0,0,0,0,0,22500,0,0,0,1,8,11852,9.64,1010.39,1152.42,6,3,0,0,0,FALSE,"High School","High School","East","Black",15,0
"632",632,1995,15,0,1,0,0,64.53,0,0,0,0,0,0,0,0,31500,0,1,70,0,7.6,11852,9.64,1010.39,1152.42,25,1,0,0,0,FALSE,"High School","High School","East","White/Other",15,0
